iter	RMSE
185	0.01962827708
186	0.01961516459
187	0.01960354033
188	0.01958790032
189	0.01957246021
190	0.01955301912
191	0.01954433983
192	0.01952289694
193	0.01950598879
194	0.01948523837
195	0.01947225262
196	0.01945476015
197	0.01944201389
198	0.01942483144
199	0.01939581891
200	0.01937341586
201	0.0193534598
202	0.01934301991
203	0.01933589801
204	0.0193064871
205	0.01928799496
206	0.01927577824
207	0.01925603829
208	0.01923968112
209	0.01921579495
210	0.01920226435
211	0.01918872423
212	0.01916487929
213	0.01915508856
214	0.01912873147
215	0.01910457273
216	0.01908927671
217	0.01906804925
218	0.01905557181
219	0.01902926736
220	0.01901498446
221	0.01899515339
222	0.01896486051
223	0.01894350238
224	0.01893394337
225	0.01891960535
226	0.0189062018
227	0.01889174518
228	0.01888224362
229	0.01886433995
230	0.01885639959
231	0.01883751385
232	0.01880907571
233	0.01879792279
234	0.01878878107
235	0.01877597869
236	0.01876483982
237	0.01874656677
238	0.01873359738
239	0.01871891559
240	0.01869579304
241	0.01868425918
242	0.01867422928
243	0.01866098988
244	0.01864090866
245	0.01863348388
246	0.0186175464
247	0.01860493669
248	0.01858755448
249	0.01857528254
250	0.01856356318
251	0.01854858795
252	0.01854137515
253	0.01853602155
254	0.01851974042
255	0.01850357852
256	0.01848696956
257	0.01847689142
258	0.01846049883
259	0.01845044869
260	0.01843403679
261	0.01842424003
262	0.01840800187
263	0.01839972962
264	0.01838392346
265	0.01836200874
266	0.01834641618
267	0.0183343196
268	0.0183195147
269	0.0183082339
270	0.01830389477
271	0.01829992756
272	0.01829217259
273	0.01827603984
274	0.01826664376
275	0.0182526366
276	0.01823218602
277	0.0182180819
278	0.01820483624
279	0.01818945742
280	0.01817498348
281	0.01815521264
282	0.01814537059
283	0.01813059233
284	0.01812024848
285	0.01811072461
286	0.01810164434
287	0.01807776816
288	0.01806772171
289	0.018053861
290	0.01804452195
291	0.0180351814
292	0.01802792414
293	0.01800915745
294	0.01799379027
295	0.01798125297
296	0.01797221666
297	0.01795976711
298	0.01794236325
299	0.01793383111
300	0.01792956898
301	0.01791759898
302	0.01790395747
303	0.01788963876
304	0.01788030645
305	0.01786848384
306	0.01785411141
307	0.01783521537
308	0.01782514277
309	0.01782288397
310	0.01779862843
311	0.01778634455
312	0.0177736708
313	0.01777024508
314	0.01776131415
315	0.01775787175
316	0.01773581167
317	0.01772671919
318	0.01771051683
319	0.01769952293
320	0.01768736847
321	0.0176837259
322	0.0176689156
323	0.0176654218
324	0.01766129791
325	0.01764586989
326	0.01763637399
327	0.01762620186
328	0.01761665613
329	0.01761019413
330	0.01760180797
331	0.01758794925
332	0.01757231836
333	0.01756165209
334	0.01755411099
335	0.01753616469
336	0.017527598
337	0.01752457504
338	0.01752178477
339	0.01751081744
340	0.01749680179
341	0.01749105052
342	0.0174860186
343	0.01747663018
344	0.01746778491
345	0.01746171133
346	0.01745328153
347	0.01744289362
348	0.01742581634
349	0.0174129816
350	0.01740432105
351	0.01739374651
352	0.01738546859
353	0.01737757332
354	0.01737020888
355	0.01735264346
356	0.01733750437
357	0.01732528044
358	0.01730486476
359	0.01729805759
360	0.01728834549
361	0.01727553441
362	0.01726553353
363	0.01725299138
364	0.01723805638
365	0.01722619969
366	0.01722173637
367	0.0172077284
368	0.01719613883
369	0.01718810695
370	0.01717964172
371	0.01717220336
372	0.01715642241
373	0.01714994495
374	0.01714639456
375	0.01713086503
376	0.01712345284
377	0.01711744527
378	0.01710917078
379	0.01709007002
380	0.01708670799
381	0.01707635851
382	0.01706107915
383	0.01705344513
384	0.01704306085
385	0.01703002459
386	0.01702184729
387	0.01700816555
388	0.0170010259
389	0.01698639528
390	0.01696905419
391	0.01696115558
392	0.01695325892
393	0.0169423997
394	0.01692959103
395	0.01692058294
396	0.01691470485
397	0.01690018552
398	0.01688411555
399	0.01687761838
400	0.01686252139
401	0.01685164584
402	0.01683793962
403	0.01682664025
404	0.01681277462
405	0.01679468632
406	0.01678205974
407	0.01676634556
408	0.01676061875
409	0.01674932644
410	0.01673890404
411	0.01672888226
412	0.01671334262
413	0.01669903813
414	0.01668150027
415	0.01666865309
416	0.01666081897
417	0.01664326184
418	0.01662848678
419	0.01661554815
420	0.01660363719
421	0.01659461858
422	0.01658645431
423	0.01657849827
424	0.01656991869
425	0.01656256757
426	0.01654769155
427	0.01654189172
428	0.0165310232
429	0.01652245022
430	0.01651291798
431	0.01650734811
432	0.01649702964
433	0.01648598535
434	0.01647534107
435	0.01647348434
436	0.01646439664
437	0.01646223282
438	0.01644268689
439	0.01643270074
440	0.01642018513
441	0.01641838055
442	0.01641176033
443	0.01640106553
444	0.01639539839
445	0.01638785181
446	0.01637896041
447	0.01636810744
448	0.01636258768
449	0.01635273292
450	0.01635109829
451	0.01634483758
452	0.01633436614
453	0.01633118474
454	0.01632052875
455	0.01630955189
456	0.01630149263
457	0.01629513232
458	0.01628193285
459	0.01627209016
460	0.01626296161
461	0.01625302567
462	0.01624085018
463	0.0162178382
464	0.01620911849
465	0.01619567956
466	0.01618598701
467	0.01616526416
468	0.01616504082
469	0.01616358808
470	0.0161575766
471	0.01614234957
472	0.01612963744
473	0.01611984656
474	0.01610667733
475	0.01609611176
476	0.01608766581
477	0.01608357185
478	0.01607099759
479	0.01605333715
480	0.01604402843
481	0.01603891822
482	0.01603449294
483	0.01602501861
484	0.01600667536
485	0.01598895434
486	0.01597757886
487	0.01596224914
488	0.01595441139
489	0.01594453801
490	0.01594018697
491	0.01593263532
492	0.01592665453
493	0.01591874911
494	0.01591854491
495	0.0159063255
496	0.01589819447
497	0.01589112874
498	0.01588156284
499	0.01587430547
